Age,Gender,MaritalStatus,Department,JobRole,JobLevel,OverTime,OverTimeFlag,MonthlyIncome,SalaryGroup,TotalWorkingYears,ExperienceGroup,YearsAtCompany,TenureGroup,StockOptionLevel,OverTime_LowSalary,EarlyCareer,Attrition,Attrition_Prob,RiskCategory
47,Female,Divorced,Research & Development,Manufacturing Director,3,Yes,1,10333,High,28,21+,22,11+,1,0,0,0,0.37250198379661326,Low Risk
40,Female,Divorced,Research & Development,Healthcare Representative,2,No,0,4448,Mid-Low,15,11-20,7,6-10,1,0,0,0,0.262437552245648,Low Risk
54,Female,Married,Research & Development,Research Scientist,2,No,0,6854,Mid-High,14,11-20,7,6-10,1,0,0,0,0.19481255038573778,Low Risk
31,Female,Married,Sales,Sales Executive,3,No,0,9637,High,9,6-10,3,2-3,2,0,0,0,0.21380306905740654,Low Risk
28,Female,Married,Research & Development,Research Scientist,1,No,0,3591,Mid-Low,3,3-5,3,2-3,1,0,0,0,0.35327238658000615,Low Risk
38,Female,Married,Sales,Sales Representative,2,Yes,1,5405,Mid-High,20,11-20,4,4-5,2,0,0,0,0.3378386136281134,Low Risk
26,Male,Single,Sales,Sales Executive,2,No,0,4684,Mid-Low,5,3-5,5,4-5,0,0,0,0,0.48645788149414826,Medium Risk
58,Male,Married,Research & Development,Research Director,4,Yes,1,15787,High,23,21+,2,2-3,0,0,0,0,0.3678640813509159,Low Risk
18,Female,Single,Research & Development,Research Scientist,1,No,0,1514,Low,0,0-2,0,0-1,0,0,1,0,0.8058515191697829,High Risk
31,Male,Married,Human Resources,Human Resources,1,No,0,2956,Mid-Low,2,0-2,1,0-1,0,0,1,1,0.7382777228931655,High Risk
29,Male,Divorced,Human Resources,Human Resources,1,Yes,1,2335,Low,4,3-5,2,2-3,3,1,0,1,0.6313994537491415,Medium Risk
45,Female,Married,Sales,Sales Executive,2,No,0,5154,Mid-High,10,6-10,8,6-10,2,0,0,0,0.18704289126420232,Low Risk
36,Female,Married,Research & Development,Research Scientist,2,Yes,1,6962,Mid-High,15,11-20,1,0-1,1,0,1,0,0.7418619133142594,High Risk
43,Male,Married,Sales,Sales Executive,2,No,0,5675,Mid-High,7,6-10,7,6-10,1,0,0,0,0.28187756977653766,Low Risk
27,Female,Single,Research & Development,Laboratory Technician,1,Yes,1,2379,Low,6,6-10,5,4-5,0,1,0,0,0.8703549757039595,High Risk
29,Male,Married,Research & Development,Laboratory Technician,1,No,0,3812,Mid-Low,11,11-20,11,11+,0,0,0,0,0.42214037426953493,Medium Risk
32,Male,Single,Sales,Sales Executive,2,No,0,4648,Mid-Low,4,3-5,0,0-1,0,0,1,0,0.7327875056156166,High Risk
42,Male,Married,Research & Development,Research Scientist,1,No,0,2936,Mid-Low,10,6-10,6,6-10,2,0,0,0,0.18764852682902686,Low Risk
47,Female,Single,Research & Development,Laboratory Technician,1,No,0,2105,Low,7,6-10,2,2-3,0,0,0,0,0.3562801242251186,Low Risk
46,Male,Divorced,Research & Development,Manufacturing Director,3,No,0,8578,High,12,11-20,9,6-10,1,0,0,0,0.2468617369494963,Low Risk
28,Male,Divorced,Human Resources,Human Resources,1,No,0,2706,Low,3,3-5,3,2-3,1,0,0,0,0.3639951326518081,Low Risk
29,Male,Divorced,Research & Development,Healthcare Representative,2,No,0,6384,Mid-High,11,11-20,7,6-10,2,0,0,0,0.22331150159134797,Low Risk
42,Male,Single,Research & Development,Laboratory Technician,1,No,0,3968,Mid-Low,8,6-10,0,0-1,0,0,1,0,0.6405400192235812,Medium Risk
32,Male,Single,Sales,Sales Executive,2,Yes,1,9907,High,7,6-10,2,2-3,0,0,0,1,0.6107356121476912,Medium Risk
46,Female,Divorced,Sales,Sales Executive,4,No,0,13225,High,25,21+,19,11+,1,0,0,0,0.18969262021022482,Low Risk
27,Female,Married,Sales,Sales Representative,2,No,0,3540,Mid-Low,9,6-10,9,6-10,1,0,0,0,0.37140435940330846,Low Risk
29,Male,Married,Human Resources,Human Resources,1,No,0,2804,Low,1,0-2,1,0-1,0,0,1,0,0.7528890694155487,High Risk
43,Female,Married,Research & Development,Manager,5,No,0,19392,High,21,21+,16,11+,0,0,0,0,0.2608552149794558,Low Risk
48,Male,Married,Research & Development,Research Director,5,No,0,19665,High,29,21+,22,11+,0,0,0,0,0.21266156198231048,Low Risk
29,Male,Single,Research & Development,Research Scientist,1,Yes,1,2439,Low,1,0-2,1,0-1,0,1,1,1,0.9596307766275138,High Risk
46,Female,Married,Sales,Sales Executive,3,No,0,7314,Mid-High,14,11-20,8,6-10,3,0,0,1,0.11765781596348984,Low Risk
27,Female,Married,Research & Development,Research Scientist,1,No,0,4774,Mid-Low,8,6-10,7,6-10,1,0,0,0,0.32354577363326564,Low Risk
39,Male,Divorced,Research & Development,Research Scientist,2,No,0,3902,Mid-Low,7,6-10,2,2-3,3,0,0,0,0.1520220176591947,Low Risk
55,Male,Married,Research & Development,Research Scientist,1,No,0,2662,Low,19,11-20,5,4-5,1,0,0,0,0.17751692916280581,Low Risk
28,Female,Married,Sales,Sales Representative,1,No,0,2856,Low,1,0-2,1,0-1,1,0,1,0,0.6644176065459537,Medium Risk
30,Male,Single,Sales,Sales Representative,1,No,0,1081,Low,1,0-2,1,0-1,0,0,1,1,0.7657281949570018,High Risk
22,Male,Single,Research & Development,Research Scientist,1,Yes,1,2472,Low,1,0-2,1,0-1,0,1,1,1,0.9647784278361704,High Risk
36,Female,Married,Sales,Sales Executive,2,Yes,1,5673,Mid-High,10,6-10,10,6-10,1,0,0,0,0.5391387146442046,Medium Risk
31,Male,Divorced,Research & Development,Laboratory Technician,2,No,0,4197,Mid-Low,10,6-10,10,6-10,1,0,0,0,0.3410653843066213,Low Risk
34,Male,Married,Sales,Sales Executive,3,Yes,1,9713,High,9,6-10,5,4-5,3,0,0,0,0.310841185148352,Low Risk
29,Male,Single,Research & Development,Laboratory Technician,1,No,0,2062,Low,11,11-20,3,2-3,0,0,0,0,0.4206396139920424,Medium Risk
37,Male,Married,Research & Development,Research Scientist,2,Yes,1,4284,Mid-Low,16,11-20,5,4-5,1,0,0,0,0.4949635550023174,Medium Risk
35,Female,Married,Research & Development,Manufacturing Director,2,Yes,1,4788,Mid-Low,4,3-5,3,2-3,0,0,0,0,0.680261277543669,Medium Risk
45,Female,Married,Research & Development,Manufacturing Director,2,No,0,5906,Mid-High,10,6-10,9,6-10,2,0,0,0,0.18292396552593387,Low Risk
36,Male,Single,Human Resources,Human Resources,2,No,0,3886,Mid-Low,10,6-10,10,6-10,0,0,0,0,0.4265679667859627,Medium Risk
40,Male,Divorced,Research & Development,Manager,4,No,0,16823,High,22,21+,19,11+,1,0,0,0,0.19240901126724413,Low Risk
26,Female,Married,Research & Development,Research Scientist,1,Yes,1,2933,Mid-Low,1,0-2,1,0-1,1,0,1,0,0.8475693712444377,High Risk
27,Female,Single,Sales,Sales Executive,2,No,0,6500,Mid-High,9,6-10,8,6-10,0,0,0,0,0.43890208084198756,Medium Risk
48,Female,Divorced,Research & Development,Manager,4,No,0,17174,High,24,21+,22,11+,1,0,0,0,0.16299408017659672,Low Risk
44,Male,Married,Research & Development,Healthcare Representative,2,No,0,5033,Mid-High,10,6-10,2,2-3,1,0,0,0,0.255892974479781,Low Risk
34,Male,Married,Research & Development,Research Scientist,1,Yes,1,2307,Low,5,3-5,5,4-5,1,1,0,1,0.7930874507846323,High Risk
56,Male,Single,Research & Development,Laboratory Technician,1,No,0,2587,Low,5,3-5,4,4-5,0,0,0,1,0.32722303828631455,Low Risk
36,Male,Married,Sales,Sales Executive,2,No,0,5507,Mid-High,12,11-20,4,4-5,2,0,0,0,0.19644130378507998,Low Risk
41,Female,Married,Sales,Sales Executive,2,No,0,4393,Mid-Low,14,11-20,5,4-5,1,0,0,0,0.25970791584482394,Low Risk
42,Male,Married,Research & Development,Research Director,3,No,0,13348,High,18,11-20,13,11+,1,0,0,0,0.19722102481805906,Low Risk
31,Female,Divorced,Sales,Sales Executive,2,Yes,1,6583,Mid-High,8,6-10,5,4-5,1,0,0,0,0.551330868391119,Medium Risk
34,Female,Married,Sales,Sales Executive,2,Yes,1,8103,Mid-High,9,6-10,4,4-5,0,0,0,0,0.6160809364738019,Medium Risk
31,Female,Divorced,Research & Development,Laboratory Technician,1,No,0,3978,Mid-Low,4,3-5,2,2-3,1,0,0,0,0.3258749527046058,Low Risk
26,Male,Married,Research & Development,Laboratory Technician,1,No,0,2544,Low,8,6-10,7,6-10,1,0,0,0,0.3544460847189015,Low Risk
45,Male,Single,Research & Development,Healthcare Representative,2,No,0,5399,Mid-High,12,11-20,4,4-5,0,0,0,0,0.3340556148529604,Low Risk
33,Male,Single,Sales,Sales Executive,2,No,0,5487,Mid-High,10,6-10,10,6-10,0,0,0,0,0.42099101668685707,Medium Risk
28,Male,Married,Sales,Sales Executive,2,Yes,1,6834,Mid-High,7,6-10,7,6-10,1,0,0,0,0.5761405192528779,Medium Risk
29,Male,Single,Sales,Sales Representative,1,No,0,1091,Low,1,0-2,1,0-1,0,0,1,1,0.7692920563886035,High Risk
39,Female,Married,Sales,Sales Executive,2,No,0,5736,Mid-High,10,6-10,3,2-3,1,0,0,0,0.27097774834892546,Low Risk
27,Male,Married,Research & Development,Research Scientist,1,No,0,2226,Low,6,6-10,5,4-5,1,0,0,0,0.3608193683723204,Low Risk
34,Male,Married,Research & Development,Research Scientist,2,Yes,1,5747,Mid-High,16,11-20,15,11+,0,0,0,0,0.6308835482341029,Medium Risk
28,Female,Single,Sales,Sales Executive,2,Yes,1,9854,High,6,6-10,2,2-3,0,0,0,1,0.6372004621222629,Medium Risk
47,Male,Married,Research & Development,Research Scientist,2,No,0,5467,Mid-High,16,11-20,8,6-10,1,0,0,0,0.22334836605776628,Low Risk
56,Female,Married,Sales,Sales Executive,2,No,0,5380,Mid-High,6,6-10,0,0-1,1,0,1,0,0.49334714611440433,Medium Risk
39,Male,Married,Research & Development,Manufacturing Director,2,No,0,5151,Mid-High,10,6-10,10,6-10,1,0,0,0,0.2946716431457154,Low Risk
38,Female,Divorced,Research & Development,Research Scientist,2,Yes,1,2133,Low,20,11-20,20,11+,1,1,0,0,0.7657378196153672,High Risk
58,Female,Married,Sales,Manager,4,Yes,1,17875,High,29,21+,1,0-1,1,0,1,0,0.4842097852436271,Medium Risk
32,Female,Single,Research & Development,Research Scientist,1,Yes,1,2432,Low,8,6-10,4,4-5,0,1,0,1,0.8494689562504176,High Risk
38,Male,Divorced,Research & Development,Research Scientist,1,No,0,4771,Mid-Low,10,6-10,5,4-5,2,0,0,0,0.18357361205225467,Low Risk
49,Male,Married,Research & Development,Research Director,5,No,0,19161,High,28,21+,5,4-5,0,0,0,0,0.18484746757553366,Low Risk
42,Male,Divorced,Sales,Sales Executive,2,Yes,1,5087,Mid-High,14,11-20,0,0-1,2,0,1,0,0.6452879100422976,Medium Risk
27,Female,Married,Human Resources,Human Resources,1,No,0,2863,Low,1,0-2,1,0-1,0,0,1,1,0.7598708797554389,High Risk
35,Male,Married,Sales,Sales Executive,2,No,0,5561,Mid-High,6,6-10,5,4-5,1,0,0,0,0.31827458875707754,Low Risk
28,Male,Single,Research & Development,Research Scientist,1,No,0,2144,Low,5,3-5,5,4-5,0,0,0,0,0.4722400871646259,Medium Risk
31,Male,Divorced,Research & Development,Research Scientist,1,Yes,1,3065,Mid-Low,4,3-5,4,4-5,1,0,0,0,0.5845440069586967,Medium Risk
36,Male,Married,Research & Development,Laboratory Technician,1,No,0,2810,Low,5,3-5,5,4-5,0,0,0,0,0.4230575387505232,Medium Risk
34,Male,Single,Sales,Sales Executive,3,No,0,9888,High,14,11-20,14,11+,0,0,0,0,0.38124937750628524,Low Risk
34,Male,Divorced,Sales,Sales Executive,3,No,0,8628,High,9,6-10,8,6-10,1,0,0,0,0.3099747343723888,Low Risk
26,Male,Single,Research & Development,Laboratory Technician,1,No,0,2867,Low,8,6-10,7,6-10,0,0,0,0,0.45815560808240896,Medium Risk
29,Male,Married,Research & Development,Healthcare Representative,2,No,0,5373,Mid-High,6,6-10,5,4-5,1,0,0,0,0.34778010200703047,Low Risk
32,Female,Divorced,Research & Development,Healthcare Representative,2,No,0,6667,Mid-High,9,6-10,5,4-5,1,0,0,0,0.3009895728312496,Low Risk
31,Male,Married,Research & Development,Research Scientist,2,No,0,5003,Mid-High,10,6-10,10,6-10,0,0,0,0,0.43727934418729536,Medium Risk
28,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,2367,Low,6,6-10,4,4-5,1,0,0,1,0.351596367181573,Low Risk
38,Male,Single,Sales,Sales Representative,1,No,0,2858,Low,20,11-20,1,0-1,0,0,1,0,0.5972488075151207,Medium Risk
35,Female,Married,Sales,Sales Executive,2,Yes,1,5204,Mid-High,10,6-10,10,6-10,0,0,0,0,0.6572085011295912,Medium Risk
27,Male,Single,Sales,Sales Executive,2,No,0,4105,Mid-Low,7,6-10,7,6-10,0,0,0,0,0.48109113334890585,Medium Risk
32,Male,Single,Research & Development,Manufacturing Director,2,No,0,9679,High,8,6-10,1,0-1,0,0,1,0,0.6556409258815339,Medium Risk
31,Male,Married,Sales,Sales Executive,2,Yes,1,5617,Mid-High,10,6-10,10,6-10,0,0,0,1,0.6706488762702916,Medium Risk
53,Male,Single,Sales,Sales Executive,3,Yes,1,10448,High,15,11-20,2,2-3,0,0,0,1,0.47923323683395325,Medium Risk
54,Female,Married,Research & Development,Research Scientist,2,No,0,2897,Low,9,6-10,4,4-5,2,0,0,0,0.17421055924352635,Low Risk
33,Male,Divorced,Research & Development,Healthcare Representative,2,No,0,5968,Mid-High,9,6-10,9,6-10,3,0,0,0,0.15779964148109285,Low Risk
43,Male,Married,Research & Development,Healthcare Representative,3,No,0,7510,Mid-High,10,6-10,10,6-10,1,0,0,0,0.28306828850419474,Low Risk
38,Male,Married,Human Resources,Human Resources,1,Yes,1,2991,Mid-Low,7,6-10,6,6-10,1,0,0,0,0.5355218999859921,Medium Risk
55,Male,Married,Human Resources,Manager,5,Yes,1,19636,High,35,21+,10,6-10,1,0,0,0,0.22797374185457123,Low Risk
31,Female,Divorced,Research & Development,Laboratory Technician,1,Yes,1,1129,Low,1,0-2,1,0-1,3,1,1,0,0.8641385393897213,High Risk
39,Male,Single,Sales,Sales Executive,4,No,0,13341,High,21,21+,20,11+,0,0,0,0,0.322702598913868,Low Risk
42,Male,Single,Research & Development,Research Scientist,2,No,0,4332,Mid-Low,20,11-20,20,11+,0,0,0,0,0.35438627412943013,Low Risk
31,Female,Married,Research & Development,Research Director,3,No,0,11031,High,13,11-20,11,11+,1,0,0,0,0.28077947979193213,Low Risk
54,Female,Single,Research & Development,Manufacturing Director,2,Yes,1,4440,Mid-Low,9,6-10,5,4-5,0,0,0,0,0.5666526975353051,Medium Risk
24,Male,Single,Research & Development,Healthcare Representative,2,No,0,4617,Mid-Low,4,3-5,4,4-5,0,0,0,0,0.5015230756925432,Medium Risk
23,Male,Single,Research & Development,Laboratory Technician,1,No,0,2647,Low,5,3-5,5,4-5,0,0,0,0,0.4912126482426909,Medium Risk
40,Female,Married,Research & Development,Laboratory Technician,2,No,0,6323,Mid-High,10,6-10,10,6-10,1,0,0,0,0.2778723505467929,Low Risk
40,Female,Married,Sales,Sales Executive,2,No,0,5677,Mid-High,15,11-20,11,11+,1,0,0,0,0.2594348415124612,Low Risk
25,Female,Married,Human Resources,Human Resources,1,No,0,2187,Low,6,6-10,2,2-3,0,0,0,0,0.4708240226800008,Medium Risk
30,Male,Married,Research & Development,Laboratory Technician,1,No,0,3748,Mid-Low,12,11-20,12,11+,0,0,0,0,0.414142444359005,Medium Risk
25,Male,Divorced,Research & Development,Laboratory Technician,1,Yes,1,3977,Mid-Low,7,6-10,2,2-3,1,0,0,0,0.5763263667137809,Medium Risk
47,Male,Single,Research & Development,Healthcare Representative,3,No,0,8633,High,25,21+,17,11+,0,0,0,0,0.27764490938644665,Low Risk
33,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,2008,Low,1,0-2,1,0-1,3,0,1,0,0.4323232274129731,Medium Risk
38,Male,Married,Sales,Sales Executive,2,No,0,4440,Mid-Low,16,11-20,15,11+,2,0,0,0,0.20255347867352996,Low Risk
31,Male,Married,Sales,Sales Representative,1,No,0,3067,Mid-Low,3,3-5,2,2-3,1,0,0,0,0.3427926037252549,Low Risk
38,Male,Married,Research & Development,Manufacturing Director,2,No,0,5321,Mid-High,10,6-10,8,6-10,1,0,0,0,0.2919684486249345,Low Risk
42,Male,Divorced,Research & Development,Research Scientist,2,Yes,1,5410,Mid-High,9,6-10,4,4-5,1,0,0,0,0.500503578029528,Medium Risk
41,Male,Married,Research & Development,Research Scientist,1,No,0,2782,Low,12,11-20,5,4-5,1,0,0,0,0.2580129737996801,Low Risk
47,Female,Married,Research & Development,Research Director,3,No,0,11957,High,14,11-20,13,11+,2,0,0,0,0.14558932791473617,Low Risk
35,Male,Married,Research & Development,Laboratory Technician,1,Yes,1,2660,Low,5,3-5,2,2-3,1,1,0,0,0.7803426212086264,High Risk
22,Male,Single,Research & Development,Research Scientist,1,No,0,3375,Mid-Low,4,3-5,3,2-3,0,0,0,0,0.48761494065626065,Medium Risk
35,Male,Single,Research & Development,Research Scientist,2,No,0,5098,Mid-High,10,6-10,10,6-10,0,0,0,0,0.4160004363346756,Medium Risk
33,Female,Married,Research & Development,Healthcare Representative,2,Yes,1,4878,Mid-Low,10,6-10,9,6-10,1,0,0,0,0.5616745536121088,Medium Risk
32,Female,Single,Research & Development,Laboratory Technician,1,No,0,2837,Low,6,6-10,6,6-10,0,0,0,0,0.4389551333625405,Medium Risk
40,Male,Married,Research & Development,Laboratory Technician,1,No,0,2406,Low,8,6-10,1,0-1,2,0,1,0,0.4540521928772888,Medium Risk
32,Male,Married,Sales,Sales Representative,1,No,0,2269,Low,3,3-5,2,2-3,1,0,0,0,0.34766099316946364,Low Risk
39,Male,Single,Research & Development,Research Scientist,2,No,0,4108,Mid-Low,18,11-20,7,6-10,0,0,0,0,0.3474551306848841,Low Risk
38,Female,Married,Research & Development,Research Director,3,No,0,13206,High,20,11-20,18,11+,1,0,0,0,0.2126729240702331,Low Risk
32,Female,Married,Sales,Sales Executive,3,No,0,10422,High,14,11-20,14,11+,2,0,0,0,0.20278557155716675,Low Risk
37,Female,Married,Research & Development,Research Director,3,Yes,1,13744,High,16,11-20,16,11+,1,0,0,0,0.44189231958986624,Medium Risk
25,Female,Divorced,Sales,Sales Executive,2,Yes,1,4907,Mid-Low,6,6-10,5,4-5,1,0,0,0,0.6161909492525695,Medium Risk
52,Male,Divorced,Sales,Sales Representative,1,No,0,3482,Mid-Low,16,11-20,9,6-10,2,0,0,0,0.13818213458448356,Low Risk
44,Male,Single,Research & Development,Research Scientist,1,Yes,1,2436,Low,6,6-10,4,4-5,0,1,0,0,0.8235101408719769,High Risk
21,Male,Single,Sales,Sales Representative,1,Yes,1,2380,Low,2,0-2,2,2-3,0,1,1,0,0.9651032130365299,High Risk
39,Male,Single,Research & Development,Manager,5,No,0,19431,High,21,21+,6,6-10,0,0,0,0,0.2526531849164501,Low Risk
23,Male,Married,Sales,Sales Representative,1,No,0,1790,Low,1,0-2,1,0-1,1,0,1,1,0.6988223326052211,Medium Risk
36,Female,Married,Sales,Sales Executive,3,No,0,7644,Mid-High,10,6-10,9,6-10,2,0,0,0,0.22201810165042105,Low Risk
36,Female,Divorced,Research & Development,Manufacturing Director,2,No,0,5131,Mid-High,18,11-20,4,4-5,3,0,0,0,0.11858422446953165,Low Risk
56,Male,Divorced,Research & Development,Healthcare Representative,2,No,0,6306,Mid-High,13,11-20,13,11+,1,0,0,0,0.20926286544066833,Low Risk
29,Male,Married,Research & Development,Research Scientist,1,Yes,1,4787,Mid-Low,4,3-5,2,2-3,3,0,0,1,0.3474113269080829,Low Risk
42,Male,Married,Research & Development,Manager,5,No,0,18880,High,24,21+,22,11+,0,0,0,0,0.26807414833900073,Low Risk
56,Male,Married,Research & Development,Laboratory Technician,1,No,0,2339,Low,14,11-20,10,6-10,1,0,0,1,0.20831831160282402,Low Risk
41,Female,Married,Research & Development,Manufacturing Director,4,No,0,13570,High,21,21+,20,11+,1,0,0,0,0.22387263893701312,Low Risk
34,Female,Married,Sales,Sales Executive,2,No,0,6712,Mid-High,8,6-10,8,6-10,2,0,0,0,0.2192844802880547,Low Risk
36,Male,Divorced,Sales,Sales Executive,2,No,0,5406,Mid-High,15,11-20,15,11+,1,0,0,0,0.28833937401227056,Low Risk
41,Male,Divorced,Sales,Sales Executive,2,No,0,8938,High,14,11-20,5,4-5,1,0,0,0,0.21637644536791886,Low Risk
32,Male,Single,Research & Development,Research Scientist,1,No,0,2439,Low,4,3-5,4,4-5,0,0,0,0,0.4519123519535092,Medium Risk
35,Female,Single,Human Resources,Human Resources,3,Yes,1,8837,High,9,6-10,9,6-10,0,0,0,0,0.65135946309191,Medium Risk
38,Female,Married,Sales,Sales Executive,2,No,0,5343,Mid-High,10,6-10,10,6-10,1,0,0,0,0.2968347426765392,Low Risk
50,Male,Divorced,Sales,Sales Executive,2,No,0,6728,Mid-High,12,11-20,6,6-10,2,0,0,1,0.14989619820930708,Low Risk
36,Female,Married,Sales,Sales Executive,2,No,0,6652,Mid-High,8,6-10,6,6-10,1,0,0,0,0.29245976549100877,Low Risk
45,Female,Single,Sales,Sales Executive,2,No,0,4850,Mid-Low,8,6-10,5,4-5,0,0,0,0,0.368994437821392,Low Risk
40,Male,Single,Research & Development,Research Scientist,1,No,0,2809,Low,8,6-10,2,2-3,0,0,0,0,0.3744500707031039,Low Risk
35,Male,Married,Research & Development,Healthcare Representative,2,Yes,1,5689,Mid-High,10,6-10,10,6-10,2,0,0,0,0.43235113079971116,Medium Risk
40,Female,Married,Research & Development,Research Scientist,1,No,0,2001,Low,20,11-20,5,4-5,3,0,0,0,0.10749565879764715,Low Risk
35,Female,Married,Research & Development,Research Scientist,1,No,0,2977,Mid-Low,4,3-5,4,4-5,1,0,0,0,0.32484720576453335,Low Risk
29,Male,Married,Research & Development,Laboratory Technician,2,Yes,1,4025,Mid-Low,10,6-10,4,4-5,1,0,0,0,0.5777222859421097,Medium Risk
29,Female,Single,Research & Development,Research Scientist,1,No,0,3785,Mid-Low,5,3-5,5,4-5,0,0,0,0,0.4456905398562143,Medium Risk
50,Male,Divorced,Sales,Sales Executive,3,Yes,1,10854,High,20,11-20,3,2-3,1,0,0,1,0.3498499392308209,Low Risk
39,Female,Married,Sales,Sales Executive,4,No,0,12031,High,21,21+,20,11+,1,0,0,0,0.2457945906959202,Low Risk
31,Male,Single,Research & Development,Manufacturing Director,2,No,0,9936,High,10,6-10,9,6-10,0,0,0,0,0.3718321735117219,Low Risk
26,Female,Single,Sales,Sales Representative,1,No,0,2966,Mid-Low,5,3-5,4,4-5,0,0,0,0,0.4686041461968636,Medium Risk
36,Male,Married,Research & Development,Laboratory Technician,2,No,0,2571,Low,17,11-20,5,4-5,1,0,0,0,0.2822913109567505,Low Risk
39,Male,Married,Research & Development,Healthcare Representative,3,No,0,9991,High,9,6-10,7,6-10,1,0,0,0,0.27153899144547855,Low Risk
27,Male,Married,Research & Development,Manufacturing Director,2,Yes,1,6142,Mid-High,6,6-10,6,6-10,1,0,0,0,0.5937881640758237,Medium Risk
49,Male,Married,Sales,Sales Executive,2,No,0,5390,Mid-High,17,11-20,9,6-10,0,0,0,0,0.29940138197697236,Low Risk
34,Male,Married,Research & Development,Laboratory Technician,2,No,0,4404,Mid-Low,6,6-10,4,4-5,0,0,0,0,0.4393600822094227,Medium Risk
